year_film,year_award,Golden Globes nominations,nominee,film,Golden Globes winner
1995,1996,Best actor - drama,Ian McKellen,Richard III,False
1995,1996,Best actor - drama,Sean Penn,Dead Man Walking,False
1995,1996,Best actress - musical or comedy,Nicole Kidman,To Die For,True
1995,1996,Best actress - musical or comedy,Annette Bening,"American President, The",False
1995,1996,Best actress - musical or comedy,Sandra Bullock,While You Were Sleeping,False
1995,1996,Best actress - musical or comedy,Toni Collette,Muriel's Wedding,False
1995,1996,Best actress - musical or comedy,Vanessa Redgrave,"Month by the Lake, A",False
1995,1996,Best actor - musical or comedy,John Travolta,Get Shorty,True
1995,1996,Best actor - musical or comedy,Patrick Swayze,"To Wong Foo, Thanks For Everything! Julie Newmar",False
1995,1996,Best actor - musical or comedy,Michael Douglas,"American President, The",False
1995,1996,Best actor - musical or comedy,Harrison Ford,Sabrina (1995),False
1995,1996,Best actor - musical or comedy,Steve Martin,Father of the Bride Part II,False
1995,1996,Best supporting actress - motion picture,Mira Sorvino,Mighty Aphrodite,True
1995,1996,Best supporting actress - motion picture,Anjelica Huston,"Crossing Guard, The",False
1995,1996,Best supporting actress - motion picture,Kathleen Quinlan,Apollo 13,False
1995,1996,Best supporting actress - motion picture,Kyra Sedgwick,Something To Talk About,False
1995,1996,Best supporting actress - motion picture,Kate Winslet,Sense and Sensibility,False
1995,1996,Best supporting actor - motion picture,Brad Pitt,Twelve Monkeys,True
1995,1996,Best supporting actor - motion picture,Ed Harris,Apollo 13,False
1995,1996,Best supporting actor - motion picture,John Leguizamo,"To Wong Foo, Thanks For Everything! Julie Newmar",False
1995,1996,Best supporting actor - motion picture,Tim Roth,Rob Roy,False
1995,1996,Best supporting actor - motion picture,Kevin Spacey,"Usual Suspects, The",False
1995,1996,Best director - motion picture,Mel Gibson,Braveheart,True
1995,1996,Best director - motion picture,Mike Figgis,Leaving Las Vegas,False
1995,1996,Best director - motion picture,Ron Howard,Apollo 13,False
1995,1996,Best director - motion picture,Ang Lee,Sense and Sensibility,False
1995,1996,Best director - motion picture,Rob Reiner,"American President, The",False
1995,1996,Best director - motion picture,Martin Scorsese,Casino,False
1995,1996,Best screenplay - motion picture,Emma Thompson,Sense and Sensibility,True
1995,1996,Best screenplay - motion picture,Scott Frank,Get Shorty,False
1995,1996,Best screenplay - motion picture,Patrick Sheane Duncan,Mr. Holland's Opus,False
1995,1996,Best screenplay - motion picture,Randall Wallace,Braveheart,False
1995,1996,Best screenplay - motion picture,Tim Robbins,Dead Man Walking,False
1995,1996,Best screenplay - motion picture,Aaron Sorkin,"American President, The",False
1995,1996,Best motion picture - foreign language,Les Misérables,"France, Claude Lelouch",True
1995,1996,Best motion picture - foreign language,Like Two Crocodiles,"Italy, Giacomo Campiotti",False
1995,1996,Best motion picture - foreign language,Shanghai Triad,"China, Zhang Yimou",False
1995,1996,Best motion picture - foreign language,Brother of Sleep,"Germany, Joseph Vilsmaier",False
1995,1996,Best motion picture - foreign language,French Twist,"France, Josiane Balasko",False
1995,1996,Best original score - motion picture,Maurice Jarre,A Walk in the Clouds,True
1995,1996,Best original score - motion picture,Alan Menken,Pocahontas,False
1995,1996,Best original score - motion picture,Patrick Doyle,Sense and Sensibility,False
1995,1996,Best original score - motion picture,James Horner,Braveheart,False
1995,1996,Best original score - motion picture,Michael Kamen,Don Juan DeMarco,False
1995,1996,Best original song - motion picture,"Colors of the Wind, Alan Menken, Stephen Schwartz",Pocahontas,True
1995,1996,Best original song - motion picture,"Have You Ever Really Loved a Woman?, Bryan Adams, Michael Kamen, Robert John Lange",Don Juan DeMarco,False
1995,1996,Best original song - motion picture,"""Hold Me, Thrill Me, Kiss Me, Kill Me"", U2",Batman Forever,False
1995,1996,Best original song - motion picture,"""Moonlight"", John Williams, Alan Bergman, Marilyn Bergman",Sabrina (1995),False
1995,1996,Best original song - motion picture,"You've Got a Friend In Me, Randy Newman",Toy Story,False
1996,1997,Best motion picture - drama,The English Patient,The English Patient,True
1996,1997,Best motion picture - drama,"People vs. Larry Flynt, The","People vs. Larry Flynt, The",False
1996,1997,Best motion picture - drama,Secrets & Lies,Secrets & Lies,False
1996,1997,Best motion picture - drama,Shine,Shine,False
1996,1997,Best motion picture - drama,Breaking the Waves,Breaking the Waves,False
1996,1997,Best motion picture - musical or comedy,Evita,Evita,True
1996,1997,Best motion picture - musical or comedy,"Birdcage, The","Birdcage, The",False
1996,1997,Best motion picture - musical or comedy,Everyone Says I Love You,Everyone Says I Love You,False
1996,1997,Best motion picture - musical or comedy,Fargo,Fargo,False
1996,1997,Best motion picture - musical or comedy,Jerry Maguire,Jerry Maguire,False
1996,1997,Best actress - drama,Brenda Blethyn,Secrets & Lies,True
1996,1997,Best actress - drama,Courtney Love,"People vs. Larry Flynt, The",False
1996,1997,Best actress - drama,Kristin Scott Thomas,The English Patient,False
1996,1997,Best actress - drama,Meryl Streep,Marvin's Room,False
1996,1997,Best actress - drama,Emily Watson,Breaking the Waves,False
1996,1997,Best actor - drama,Geoffrey Rush,Shine,True
1996,1997,Best actor - drama,Ralph Fiennes,The English Patient,False
1996,1997,Best actor - drama,Mel Gibson,Ransom,False
1996,1997,Best actor - drama,Woody Harrelson,"People vs. Larry Flynt, The",False
1996,1997,Best actor - drama,Liam Neeson,Michael Collins,False
1996,1997,Best actress - musical or comedy,Madonna,Evita,True
1996,1997,Best actress - musical or comedy,Glenn Close,101 Dalmatians,False
1996,1997,Best actress - musical or comedy,Frances McDormand,Fargo,False
1996,1997,Best actress - musical or comedy,Debbie Reynolds,Mother,False
1996,1997,Best actress - musical or comedy,Barbra Streisand,The Mirror Has Two Faces,False
1996,1997,Best actor - musical or comedy,Tom Cruise,Jerry Maguire,True
1996,1997,Best actor - musical or comedy,Antonio Banderas,Evita,False
1996,1997,Best actor - musical or comedy,Kevin Costner,Tin Cup,False
1996,1997,Best actor - musical or comedy,Nathan Lane,"Birdcage, The",False
1996,1997,Best actor - musical or comedy,Eddie Murphy,"Nutty Professor, The",False
1996,1997,Best supporting actress - motion picture,Lauren Bacall,The Mirror Has Two Faces,True
1996,1997,Best supporting actress - motion picture,Juliette Binoche,The English Patient,False
1996,1997,Best supporting actress - motion picture,Barbara Hershey,"Portrait of a Lady, The",False
1996,1997,Best supporting actress - motion picture,Marianne Jean-Baptiste,Secrets & Lies,False
1996,1997,Best supporting actress - motion picture,Marion Ross,"Evening Star, The",False
1996,1997,Best supporting actress - motion picture,Joan Allen,"Crucible, The",False
1996,1997,Best supporting actor - motion picture,Edward Norton,Primal Fear,True
1996,1997,Best supporting actor - motion picture,Cuba Gooding Jr.,Jerry Maguire,False
1996,1997,Best supporting actor - motion picture,Samuel L. Jackson,"Time to Kill, A",False
1996,1997,Best supporting actor - motion picture,Paul Scofield,"Crucible, The",False
1996,1997,Best supporting actor - motion picture,James Woods,Ghosts of Mississippi,False
1996,1997,Best director - motion picture,Milos Forman,"People vs. Larry Flynt, The",True
1996,1997,Best director - motion picture,Joel Coen,Fargo,False
1996,1997,Best director - motion picture,Scott Hicks,Shine,False
1996,1997,Best director - motion picture,Anthony Minghella,The English Patient,False
1996,1997,Best director - motion picture,Alan Parker,Evita,False
1996,1997,Best screenplay - motion picture,Scott Alexander,"People vs. Larry Flynt, The",True
1996,1997,Best screenplay - motion picture,Anthony Minghella,The English Patient,False
1996,1997,Best screenplay - motion picture,Ethan Coen,Fargo,False
1996,1997,Best screenplay - motion picture,John Sayles,Lone Star,False
1996,1997,Best screenplay - motion picture,Jan Sardi,Shine,False
1996,1997,Best motion picture - foreign language,Kolya,"Czech Republic, Jan Sverák",True
1996,1997,Best motion picture - foreign language,The Eighth Day,"Belgium, Jaco Van Dormael",False
1996,1997,Best motion picture - foreign language,Luna e l'Altra,"Italy, Maurizio Nichetti",False
1996,1997,Best motion picture - foreign language,Prisoner of the Mountains,"Russia, Sergei Bodrov",False
1996,1997,Best motion picture - foreign language,Ridicule,"France, Patrice Leconte",False
1996,1997,Best original score - motion picture,Gabriel Yared,The English Patient,True
1996,1997,Best original score - motion picture,David Hirschfelder,Shine,False
1996,1997,Best original score - motion picture,Alan Menken,The Hunchback of Notre Dame,False
1996,1997,Best original score - motion picture,Elliot Goldenthal,Michael Collins,False
1996,1997,Best original score - motion picture,Marvin Hamlisch,The Mirror Has Two Faces,False
1996,1997,Best original song - motion picture,"""You Must Love Me"", Andrew Lloyd Webber, Tim Rice",Evita,True
1996,1997,Best original song - motion picture,"""That Thing You Do!"", Adam Schlesinger",That Thing You Do!,False
1996,1997,Best original song - motion picture,"""Because You Loved Me"", Diane Warren",Up Close & Personal,False
1996,1997,Best original song - motion picture,"""For the First Time"", James Newton Howard, Jud J. Friedman, Allan Dennis Rich",One Fine Day,False
1996,1997,Best original song - motion picture,"I've Finally Found Someone, Barbra Streisand, Bryan Adams, Marvin Hamlisch, Robert John Lange",The Mirror Has Two Faces,False
1997,1998,Best motion picture - drama,Titanic,Titanic,True
1997,1998,Best motion picture - drama,"Boxer, The","Boxer, The",False
1997,1998,Best motion picture - drama,Good Will Hunting,Good Will Hunting,False
1997,1998,Best motion picture - drama,L.A. Confidential,L.A. Confidential,False
1997,1998,Best motion picture - drama,Amistad,Amistad,False
1997,1998,Best motion picture - musical or comedy,As Good as It Gets,As Good as It Gets,True
1997,1998,Best motion picture - musical or comedy,"Full Monty, The","Full Monty, The",False
1997,1998,Best motion picture - musical or comedy,Men in Black,Men in Black,False
1997,1998,Best motion picture - musical or comedy,My Best Friend's Wedding,My Best Friend's Wedding,False
1997,1998,Best motion picture - musical or comedy,Wag the Dog,Wag the Dog,False
1997,1998,Best actress - drama,Judi Dench,Mrs. Brown,True
1997,1998,Best actress - drama,Helena Bonham Carter,"Wings of the Dove, The",False
1997,1998,Best actress - drama,Jodie Foster,Contact,False
1997,1998,Best actress - drama,Jessica Lange,A Thousand Acres,False
1997,1998,Best actress - drama,Kate Winslet,Titanic,False
1997,1998,Best actor - drama,Peter Fonda,Ulee's Gold,True
1997,1998,Best actor - drama,Matt Damon,Good Will Hunting,False
1997,1998,Best actor - drama,Daniel Day-Lewis,"Boxer, The",False
1997,1998,Best actor - drama,Leonardo DiCaprio,Titanic,False
1997,1998,Best actor - drama,Djimon Hounsou,Amistad,False
1997,1998,Best actress - musical or comedy,Helen Hunt,As Good as It Gets,True
1997,1998,Best actress - musical or comedy,Joey Lauren Adams,Chasing Amy,False
1997,1998,Best actress - musical or comedy,Pam Grier,Jackie Brown,False
1997,1998,Best actress - musical or comedy,Jennifer Lopez,Selena,False
1997,1998,Best actress - musical or comedy,Julia Roberts,My Best Friend's Wedding,False
1997,1998,Best actor - musical or comedy,Jack Nicholson,As Good as It Gets,True
1997,1998,Best actor - musical or comedy,Kevin Kline,In & Out,False
1997,1998,Best actor - musical or comedy,Jim Carrey,Liar Liar,False
1997,1998,Best actor - musical or comedy,Dustin Hoffman,Wag the Dog,False
1997,1998,Best actor - musical or comedy,Samuel L. Jackson,Jackie Brown,False
1997,1998,Best supporting actress - motion picture,Kim Basinger,L.A. Confidential,True
1997,1998,Best supporting actress - motion picture,Joan Cusack,In & Out,False
1997,1998,Best supporting actress - motion picture,Julianne Moore,Boogie Nights,False
1997,1998,Best supporting actress - motion picture,Gloria Stuart,Titanic,False
1997,1998,Best supporting actress - motion picture,Sigourney Weaver,"Ice Storm, The",False
1997,1998,Best supporting actor - motion picture,Burt Reynolds,Boogie Nights,True
1997,1998,Best supporting actor - motion picture,Robin Williams,Good Will Hunting,False
1997,1998,Best supporting actor - motion picture,Rupert Everett,My Best Friend's Wedding,False
1997,1998,Best supporting actor - motion picture,Anthony Hopkins,Amistad,False
1997,1998,Best supporting actor - motion picture,Greg Kinnear,As Good as It Gets,False
1997,1998,Best supporting actor - motion picture,Jon Voight,John Grisham's The Rainmaker,False
1997,1998,Best director - motion picture,James Cameron,Titanic,True
1997,1998,Best director - motion picture,Steven Spielberg,Amistad,False
1997,1998,Best director - motion picture,James L. Brooks,As Good as It Gets,False
1997,1998,Best director - motion picture,Curtis Hanson,L.A. Confidential,False
1997,1998,Best director - motion picture,Jim Sheridan,"Boxer, The",False
1997,1998,Best screenplay - motion picture,"Ben Affleck, Matt Damon",Good Will Hunting,True
1997,1998,Best screenplay - motion picture,Mark Andrus,As Good as It Gets,False
1997,1998,Best screenplay - motion picture,Curtis Hanson,L.A. Confidential,False
1997,1998,Best screenplay - motion picture,James Cameron,Titanic,False
1997,1998,Best screenplay - motion picture,Hilary Henkin,Wag the Dog,False
1997,1998,Best motion picture - foreign language,Ma Vie en Rose,"Belgium, Alain Berliner",True
1997,1998,Best motion picture - foreign language,Artemisia,"France, Agnès Merlet",False
1997,1998,Best motion picture - foreign language,Lea,"Germany, Ivan Fíla",False
1997,1998,Best motion picture - foreign language,"Thief, The","Russia, Pavel Chukhray",False
1997,1998,Best motion picture - foreign language,The Best Man,"Italy, Pupi Avati",False
